run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.05,2,4,21775319.33588739,20390479.467201658,21773636.098009516,21781361.63148496,6042.295597568154,21778733.761996806,3414.4261094145477,1683.2378778755665,0.007730026145249047
1,0.0,0.05,2,4,21098071.95449679,20390479.467201658,21035673.043691713,21116462.225983664,18390.27148687467,21115440.11431344,17368.15981664881,62398.91080507636,0.2957564603043114
2,0.0,0.05,2,4,20397996.96173675,20390479.467201658,20319659.81817337,20436420.178567857,38423.21683110669,20435985.515546616,37988.55380986631,78337.1435633786,0.38404331420543913
3,0.0,0.05,2,4,22131670.349585023,20390479.467201658,22086061.232475966,22136727.062232457,5056.712647434324,22135318.238287896,3647.8887028731406,45609.11710905656,0.2060807719825438
4,0.0,0.05,2,4,21216396.006384924,20390479.467201658,21178925.776586317,21258471.513728783,42075.50734385848,21254488.48693416,38092.4805492349,37470.22979860753,0.17660977758584034
5,0.0,0.05,2,4,21113889.425001062,20390479.467201658,21015897.332076415,21130148.954062857,16259.529061794281,21127610.551968236,13721.12696717307,97992.09292464703,0.4641119925948561
6,0.0,0.05,2,4,21595155.16686452,20390479.467201658,21483874.889995646,21613737.508223146,18582.3413586244,21613737.508223142,18582.341358620673,111280.27686887607,0.5153020481169029
7,0.0,0.05,2,4,22010314.28600135,20390479.467201658,21916187.46169802,22046604.030356493,36289.74435514212,22047696.26751796,37381.98151661083,94126.82430332899,0.42764870633035
8,0.0,0.05,2,4,20284934.07459392,20390479.467201658,20233984.6572353,20321723.40593322,36789.33133929968,20313109.12381791,28175.04922398925,50949.417358621955,0.2511687598848748
9,0.0,0.05,2,4,22472834.49971719,20390479.467201658,22391182.845953878,22484243.149071638,11408.64935444668,22483458.322716877,10623.822999686003,81651.65376331285,0.3633349133788192
