run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,0.2,4,8,22084912.132735472,20565692.625499967,22009701.618034504,22323103.61503194,238191.48229646683,22109009.31029691,24097.177561439574,75210.51470096782,0.34055156864077646
1,70.0,0.2,4,8,21449930.401904993,20565692.625499967,21365948.226280846,21686921.145004664,236990.74309967086,21461025.246564317,11094.844659324735,83982.17562414706,0.39152656465817015
2,70.0,0.2,4,8,21532944.621879056,20565692.625499967,21442808.561510824,21869761.235044535,336816.61316547915,21557792.72867044,24848.106791384518,90136.06036823243,0.41859607197729737
3,70.0,0.2,4,8,20317705.26722678,20565692.625499967,20222667.94169853,20635666.2721361,317961.00490931794,20327072.801386103,9367.534159321338,95037.32552825287,0.46775619725890816
4,70.0,0.2,4,8,22351896.413980868,20565692.625499967,22254669.993174165,22593535.4925512,241639.07857033238,22364126.69206349,12230.278082624078,97226.42080670223,0.43498063433171674
5,70.0,0.2,4,8,22103410.460872725,20565692.625499967,22035282.87887782,22351037.30562464,247626.84475191683,22117839.399986044,14428.93911331892,68127.58199490607,0.3082220371173261
6,70.0,0.2,4,8,21602585.031369142,20565692.625499967,21507740.750846695,21783099.601705562,180514.5703364201,21612020.161334425,9435.129965282977,94844.28052244708,0.4390413479901761
7,70.0,0.2,4,8,21828270.763086576,20565692.625499967,21729841.721486814,21980730.326769933,152459.5636833571,21835742.18148614,7471.418399564922,98429.0415997617,0.4509245953014904
8,70.0,0.2,4,8,21514272.934663013,20565692.625499967,21468679.24818162,21651695.115145177,137422.18048216403,21521646.521117166,7373.586454153061,45593.686481393874,0.21192297141464164
9,70.0,0.2,4,8,21874826.693650234,20565692.625499967,21805729.327961203,22180425.662356045,305598.9687058106,21881313.981398318,6487.287748083472,69097.36568903178,0.31587617427428205
