run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,0.0,0.05,4,8,21786249.023001444,20390479.467201658,21713549.925233975,21814428.37957563,28179.356574185193,21812400.654888496,26151.63188705221,72699.09776746854,0.33369258604688873
1,0.0,0.05,4,8,21153970.09380225,20390479.467201658,21065554.326000135,21178999.190105684,25029.09630343318,21177500.968691982,23530.874889731407,88415.76780211553,0.41796299895507477
2,0.0,0.05,4,8,21212745.780245278,20390479.467201658,21107589.13619735,21248258.45133597,35512.67109069228,21246352.081081774,33606.300836496055,105156.64404792711,0.49572386874053803
3,0.0,0.05,4,8,20037598.917657956,20390479.467201658,19969208.641482923,20071707.140323553,34108.22266559675,20073654.34779477,36055.43013681471,68390.2761750333,0.34130973704022477
4,0.0,0.05,4,8,22048579.262202583,20390479.467201658,21940254.85058432,22061954.627767727,13375.365565143526,22061698.485331405,13119.2231288217,108324.41161826253,0.49129882850982964
5,0.0,0.05,4,8,21791613.7262546,20390479.467201658,21703072.58463489,21808753.46835629,17139.742101687938,21807762.66362812,16148.937373518944,88541.14161971211,0.4063083291212963
6,0.0,0.05,4,8,21291771.281414155,20390479.467201658,21198509.77043108,21300349.0056616,8577.724247444421,21299946.85863144,8175.57721728459,93261.51098307595,0.43801668611988637
7,0.0,0.05,4,8,21577268.64657699,20390479.467201658,21476032.443820424,21595920.542596318,18651.896019328386,21595163.991551258,17895.344974268228,101236.20275656506,0.469179878207732
8,0.0,0.05,4,8,21257507.20226973,20390479.467201658,21214374.989552878,21268550.16517259,11042.962902862579,21267351.847599097,9844.64532936737,43132.21271685138,0.20290343691966867
9,0.0,0.05,4,8,21576938.211329717,20390479.467201658,21503669.11146021,21592206.9776853,15268.766355581582,21589096.298019316,12158.086689598858,73269.0998695083,0.3395713476670931
