run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,45.0,1.0,4,4,21907824.584176533,20424633.937798895,21825556.501070622,21920326.286071002,12501.70189446956,21918349.234343104,10524.65016657114,82268.08310591057,0.37551917941378227
1,45.0,1.0,4,4,21166329.660947084,20424633.937798895,21079338.3193949,21200641.20338334,34311.542436257005,21200641.20338334,34311.542436257005,86991.34155218303,0.4109892595724157
2,45.0,1.0,4,4,21286188.49908677,20424633.937798895,21188930.357315697,21316072.23526985,29883.736183077097,21316072.23526985,29883.736183077097,97258.14177107438,0.4569072653624532
3,45.0,1.0,4,4,20143835.442426268,20424633.937798895,20031078.492896974,20161282.801238377,17447.358812108636,20161282.801238377,17447.358812108636,112756.94952929392,0.5597590878438623
4,45.0,1.0,4,4,22107673.6990296,20424633.937798895,21999771.670643397,22117851.244509805,10177.545480206609,22117851.244509805,10177.545480206609,107902.02838620171,0.4880749999080093
5,45.0,1.0,4,4,21981296.65412826,20424633.937798895,21901023.501572836,21993802.868119992,12506.213991731405,21993802.868119992,12506.213991731405,80273.15255542472,0.36518843186782063
6,45.0,1.0,4,4,21321814.486447003,20424633.937798895,21227790.27082478,21335726.89286271,13912.406415708363,21335726.89286271,13912.406415708363,94024.21562222391,0.44097661426512014
7,45.0,1.0,4,4,21664690.095452074,20424633.937798895,21543794.960223783,21691201.42223511,26511.32678303495,21691201.42223511,26511.32678303495,120895.13522829115,0.5580284541142357
8,45.0,1.0,4,4,21359798.158872534,20424633.937798895,21297498.42104896,21375032.989395384,15234.830522850156,21375032.989395384,15234.830522850156,62299.73782357201,0.2916681953649157
9,45.0,1.0,4,4,21708942.869170986,20424633.937798895,21638441.463186927,21723382.48413764,14439.614966653287,21723382.48413764,14439.614966653287,70501.40598405898,0.32475743479973174
