run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,EV_PI_cond,EVPI_cond,VSS,VSS_pct
0,70.0,1.0,8,8,21385184.081524782,20565692.625499967,21288989.180905942,21400331.529452734,15147.447927951813,21400166.052313372,14981.97078859061,96194.90061884001,0.4498203066764587
1,70.0,1.0,8,8,21969164.873438783,20565692.625499967,21883169.076236743,21989257.50973867,20092.63629988581,21989831.88379842,20667.01035963744,85995.79720203951,0.3914386263540239
2,70.0,1.0,8,8,21620990.36213199,20565692.625499967,21524502.188339554,21638246.378884777,17256.016752786934,21638246.378884777,17256.016752786934,96488.17379243672,0.44627083300231524
3,70.0,1.0,8,8,22023853.624597516,20565692.625499967,21928913.63103038,22043510.385119263,19656.760521747172,22043510.385119263,19656.760521747172,94939.99356713519,0.4310780265134922
4,70.0,1.0,8,8,22059750.89048137,20565692.625499967,21990677.85451815,22087501.44977988,27750.55929850787,22087501.44977988,27750.55929850787,69073.03596322238,0.3131179327733339
5,70.0,1.0,8,8,22292903.77497769,20565692.625499967,22201222.698934227,22305929.46815227,13025.69317457825,22306136.311773703,13232.53679601103,91681.07604346424,0.4112567701762127
6,70.0,1.0,8,8,22236016.667156924,20565692.625499967,22159794.092462778,22242869.024375867,6852.357218943536,22242869.024375867,6852.357218943536,76222.57469414547,0.3427887999685117
7,70.0,1.0,8,8,21900590.148488674,20565692.625499967,21806800.510569755,21909430.75860795,8840.610119275749,21909430.75860795,8840.610119275749,93789.63791891932,0.4282516465675771
8,70.0,1.0,8,8,22129278.153449807,20565692.625499967,22051471.643776435,22149357.153748434,20079.00029862672,22149357.153748434,20079.00029862672,77806.50967337191,0.35159985397554594
9,70.0,1.0,8,8,21570552.48885458,20565692.625499967,21496593.886319276,21580438.31199027,9885.823135688901,21580438.31199027,9885.823135688901,73958.60253530368,0.34286837378652124
