index,time_mean,time_stderr,objective_mean,objective_stderr
6.0,4.6022289276123045,0.02952438906166504,21200318.80770887,98721.33067055426
11.0,7.011904752254486,0.5358901632741366,21501260.094913203,88417.61599151503
16.0,12.410514187812804,0.7444538115752085,21575458.068374857,96043.63916666302
21.0,18.424639987945557,1.696706608844821,21615865.970515907,90713.61045242664
26.0,24.018210607767106,2.038233030301746,21619579.38517142,92127.2204818604
