subsidy,density,h2_mean,h2_std,pressure_mean,pressure_std
0,1,0.0,0.0,214199.4100346317,0.0
0,5,0.0,0.0,220176.92084537196,0.0
0,10,0.2804081360710304,0.0,221182.83339317108,0.0
35,1,0.05082314228496996,0.0,224314.14920518614,0.0
35,5,2.0455706442002577,0.0,237212.5058062584,0.0
35,10,2.397260273972603,0.0,250441.1576718949,0.0
80,1,1.929798700941995,0.0,234348.77115752499,0.0
80,5,1.9898438673579228,0.0,236507.2006585703,0.0
80,10,1.861316075369488,0.0,235275.71802935188,0.0
