deviation,subsidy,mean,se
0.0,0.0,0.0,0.0
0.0,40.0,1.1258000389870897,0.5175968727228066
0.0,80.0,2.2454617868435847,0.033446382376124455
0.1,0.0,0.0,0.0
0.1,40.0,1.7495313762457823,0.44239118498555063
0.1,80.0,2.1681002520896606,0.06656537943605456
