run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,70.0,0.0,4,4,21981996.079388842,20565692.625499967,21897825.307591494,22009954.4586581,27958.379269257188,84170.77179734781,0.3829077736769753,2.106582818908694,20238812.91936144,75.13531522702299,2.0319140389719577,20002888.660310928
1,70.0,0.0,4,4,21288820.10371719,20565692.625499967,21195634.7603292,21308495.376918882,19675.27320169285,93185.34338798746,0.4377196243568078,2.167130563997368,19114137.289793257,75.60118418295589,2.0975217803882265,18946219.64747675
2,70.0,0.0,4,4,21397915.177549638,20565692.625499967,21296231.357072715,21416029.743057944,18114.565508306026,101683.82047692314,0.4752043347830831,2.1080364246291543,18980118.234528124,75.73972602739725,2.219559681103817,18916814.06705329
3,70.0,0.0,4,4,20247117.98022076,20565692.625499967,20135713.06760685,20261291.823239386,14173.843018624932,111404.91261390969,0.550226025860768,2.0471455241410776,19047025.061778918,75.73972602739725,2.0218691378134164,19055068.562188614
4,70.0,0.0,4,4,22226982.47978871,20565692.625499967,22122604.81400016,22249040.404019766,22057.924231056124,104377.66578854993,0.4695989025206725,2.2119894545773837,20272575.932723425,75.56893934789107,2.2309269340107747,20091523.85141186
5,70.0,0.0,4,4,22106058.03956553,20565692.625499967,22012838.59651245,22123890.579807267,17832.54024173692,93219.4430530779,0.42169184069920246,2.2447590249494334,21284178.318542957,75.73972602739725,2.135286576156218,21248335.113202635
6,70.0,0.0,4,4,21441411.348051272,20565692.625499967,21344517.317557346,21458887.398985516,17476.050934243947,96894.03049392626,0.4519013647053256,2.2480267423648064,21055514.15879594,74.32744010916375,2.1307381711963043,20969395.132149417
7,70.0,0.0,4,4,21736953.52580072,20565692.625499967,21633746.25675579,21764516.529309146,27563.00350842625,103207.26904492825,0.474800983138811,2.107880231388709,20591658.628022287,74.59056275258963,2.17175371040146,20261768.71857028
8,70.0,0.0,4,4,21487950.608857516,20565692.625499967,21438763.366670992,21510211.490343392,22260.881485875696,49187.242186523974,0.22890615806911138,2.1020873251785543,19854853.764439918,75.73972602739725,2.2229871471999774,19909155.11824489
9,70.0,0.0,4,4,21797495.29347962,20565692.625499967,21718418.13704232,21797739.484140214,244.19066059216857,79077.15643730015,0.3627809313529469,2.332743704158635,20250914.219971023,75.73972602739725,2.276241174420024,20195525.670064293
