run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,45.0,0.0,8,8,20901754.909477446,20424633.937798895,20807838.144853897,20932201.526658773,30446.617181327194,93916.76462354884,0.4493247817242576,1.925411818780101,19360061.665806472,75.255692129163,1.9226946868226706,19338854.001230184
1,45.0,0.0,8,8,21398941.983895876,20424633.937798895,21307346.253268138,21418235.684033636,19293.70013776049,91595.73062773794,0.4280385950701199,1.8407346100289632,20279040.04929898,76.73972602739725,1.7841124384208784,20198331.682775006
2,45.0,0.0,8,8,21055297.872950386,20424633.937798895,20936965.286719672,21066458.20136075,11160.328410364687,118332.58623071387,0.5620086067874396,2.3089333220877952,19492411.2906843,75.73972602739725,2.333306174120808,19355750.25407478
3,45.0,0.0,8,8,21528760.211481243,20424633.937798895,21440309.422715217,21553745.228599105,24985.01711786166,88450.7887660265,0.4108494307018008,1.8707964424264112,19645856.742360067,75.72696352108616,1.8801297771093999,19533480.257660553
4,45.0,0.0,8,8,21671350.640998874,20424633.937798895,21599897.011343352,21690014.258038815,18663.61703994125,71453.62965552136,0.32971470416957793,1.6229983368361278,19969655.37363538,75.66709405041478,1.6171407383557221,19899893.320094906
5,45.0,0.0,8,8,21808890.98498277,20424633.937798895,21724411.814752016,21819585.731527153,10694.746544383466,84479.17023075372,0.38736114683192574,1.765902804196386,20318864.83645613,75.58378457203423,1.9117165373895793,20116111.710363783
6,45.0,0.0,8,8,21769126.94798207,20424633.937798895,21694605.280250125,21786551.659165375,17424.71118330583,74521.66773194447,0.34232731477939404,1.6353693934768416,20760336.400285237,75.51190774131938,1.5624455990929886,20697441.287040837
7,45.0,0.0,8,8,21419632.449203875,20424633.937798895,21316833.364149373,21428358.176633865,8725.727429989725,102799.08505450189,0.4799292672191615,2.0306683816251945,19940867.28168331,75.73972602739725,2.022516583252613,19942265.063539185
8,45.0,0.0,8,8,21699062.188681453,20424633.937798895,21626182.297342256,21716125.654724807,17063.46604335308,72879.89133919775,0.3358665490032697,1.3170016026153664,19787462.24905806,76.31189260457897,1.4776889933158697,19681704.022735212
9,45.0,0.0,8,8,21075892.805120457,20424633.937798895,21009546.2680059,21084519.093177363,8626.288056906313,66346.53711455688,0.3147982281369251,1.7345253534534075,19595282.299673773,75.53139278691587,1.82426844659692,19524943.401613586
