run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,0.0,8,8,20847735.585399017,20390479.467201658,20771209.024814717,20877492.40602784,29756.82062882185,76526.56058429927,0.3670737297622656,0.007409967529584061,19341636.31445171,74.3544386429169,0.004939978353070005,19098835.19079162
1,0.0,0.0,8,8,21346862.210332353,20390479.467201658,21266825.8583775,21367984.954331003,21122.74399865046,80036.3519548513,0.3749326302209977,0.0,20223610.15972254,74.73972602739725,0.0,20147007.03348419
2,0.0,0.0,8,8,20978530.999202773,20390479.467201658,20861634.98387797,20989880.969985083,11349.97078230977,116896.0153248012,0.5572173539188396,0.0,19427150.961653616,73.73972602739725,0.0,19290291.16559296
3,0.0,0.0,8,8,21469899.416372307,20390479.467201658,21361071.24266134,21495038.60871546,25139.19234315306,108828.17371096835,0.5068872079949254,0.0,19577168.123962566,74.72696352108619,0.0,19467106.741027143
4,0.0,0.0,8,8,21625048.06860153,20390479.467201658,21567267.167891603,21648371.356637433,23323.288035903126,57780.90070992708,0.2671943226513425,0.0,19934692.609925393,75.6818542227663,0.0,19860342.362794194
5,0.0,0.0,8,8,21755058.652409196,20390479.467201658,21676899.984056003,21766821.679669894,11763.027260698378,78158.66835319251,0.35926664047185675,0.0,20264718.904516023,71.88119544019904,0.0,20131069.634482063
6,0.0,0.0,8,8,21717596.59660347,20390479.467201658,21647980.927075453,21733017.788439203,15421.191835731268,69615.66952801868,0.32054960233908314,0.0,20625002.895794,74.51190774131904,0.0,20613215.79276297
7,0.0,0.0,8,8,21359196.266193885,20390479.467201658,21265513.485700455,21366590.583383746,7394.317189861089,93682.7804934308,0.43860630018979946,0.0,19933792.093493026,74.73972602739725,0.0,19936895.31512396
8,0.0,0.0,8,8,21659635.409147862,20390479.467201658,21587301.517062683,21683673.78495878,24038.375810917467,72333.89208517969,0.3339571083206218,8.382596034629043e-12,19777722.343995646,74.31189260464802,0.0,19671535.52144893
9,0.0,0.0,8,8,21023630.821887,20390479.467201658,20960721.19178608,21036774.390127376,13143.568240374327,62909.6301009208,0.2992329471245646,0.0,19535697.505656205,73.53139278691593,0.0,19472000.284907125
