run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,45.0,1.0,2,4,21837222.25345735,20424633.937798895,21836178.02054208,21846794.406423494,9572.152966145426,1044.2329152673483,0.004781894433034044,1.9938374850393243,21026293.2258797,75.73972602739725,2.171089597148776,21028157.21867005
1,45.0,1.0,2,4,21202328.934179552,20424633.937798895,21107257.52739991,21224221.14884117,21892.214661616832,95071.40677964315,0.448400772739554,6.40684914740231,20306045.32402362,79.24209071817711,6.12429511609203,20248457.588347837
2,45.0,1.0,2,4,20486328.584418014,20424633.937798895,20359860.66409186,20496804.698140763,10476.113722749054,126467.92032615468,0.6173283797778519,2.400124993887429,19804254.578895003,75.73972602739725,2.3233608911111863,19696264.76523252
3,45.0,1.0,2,4,22197216.058527958,20424633.937798895,22154063.649853583,22201041.826929726,3825.7684017680585,43152.40867437422,0.19440459812885175,2.7303843299536963,21808604.077154934,75.73972602739725,2.7303843299536963,21720385.378691066
4,45.0,1.0,2,4,21296643.658740584,20424633.937798895,21233303.25305543,21327867.418245483,31223.759504899383,63340.40568515286,0.2974196624600827,3.1609589041095885,20995614.930189922,75.73972602739725,3.1609589041095885,20988135.04257536
5,45.0,1.0,2,4,21149175.70993283,20424633.937798895,21037234.500199616,21154426.984799076,5251.274866245687,111941.20973321423,0.5292934876920069,1.6776261993785115,19282305.761521824,75.6440944885172,1.558275089466421,19171090.46666973
6,45.0,1.0,2,4,21730371.137342628,20424633.937798895,21615842.893459544,21743090.69367435,12719.556331720203,114528.2438830845,0.5270422817872312,6.605014398918808,21141177.64543129,75.73972602739755,6.1218779877215095,20971495.990432516
7,45.0,1.0,2,4,22071741.18622936,20424633.937798895,21985525.55440944,22084978.925475795,13237.739246435463,86215.63181991875,0.3906154530015466,1.9019926727506191,20935831.804598823,75.67692371014685,1.9768630844187887,20893869.310974408
8,45.0,1.0,2,4,20373055.707801484,20424633.937798895,20332183.85563189,20398333.6386436,25277.930842116475,40871.85216959193,0.2006171914306444,5.0349151698386905,19602849.42795184,75.08377176915806,5.05593209783278,19594242.476203896
9,45.0,1.0,2,4,22524747.321917973,20424633.937798895,22447814.71909175,22535856.00884539,11108.68692741543,76932.60282622278,0.3415470181606104,2.4192381233575775,21958656.606304068,75.73972602739725,3.0080127320620975,21863261.367531203
