run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,1.0,2,2,21844800.721505493,20390479.467201658,21841369.65370216,21849631.580322146,4830.85881665349,3431.0678033344448,0.01570656490336701,0.0,20881727.92018604,73.73972602739725,0.0,20875668.80285328
1,0.0,1.0,2,2,21098117.83413383,20390479.467201658,21040241.38918894,21118292.09796521,20174.263831380755,57876.44494488835,0.274320417583659,0.0,20229065.39951801,73.3739874890067,0.0,20161126.50546175
2,0.0,1.0,2,2,20447799.41127781,20390479.467201658,20337490.009939484,20473914.49449039,26115.083212580532,110309.40133832395,0.5394683267358528,0.0,19762340.950112805,73.73972602739725,0.0,19760305.475741602
3,0.0,1.0,2,2,22100066.862611547,20390479.467201658,22054457.76212068,22103714.750622075,3647.8880105279386,45609.10049086809,0.20637539594067317,0.0,21777889.063901257,73.73972602739772,0.0,21683022.06183425
4,0.0,1.0,2,2,21147585.954193864,20390479.467201658,21070083.962184545,21154529.44447113,6943.490277264267,77501.99200931937,0.3664815084671621,0.0,20830242.06651809,73.73972602739725,0.0,20839879.2173788
5,0.0,1.0,2,2,21159132.51091415,20390479.467201658,21045627.65951818,21180438.18959248,21305.678678330034,113504.85139597207,0.5364343332006869,0.0,19517608.119828146,73.08008821931872,0.0,19406627.644984875
6,0.0,1.0,2,2,21483675.31180982,20390479.467201658,21371098.942678828,21494830.92913021,11155.61732039228,112576.3691309914,0.5240088927852438,0.0,21092899.257097572,73.73972602739725,0.0,21001972.271476615
7,0.0,1.0,2,2,22030491.47372422,20390479.467201658,21950526.116788205,22062651.67348482,32160.199760600924,79965.35693601519,0.3629758193610429,0.0,20860376.183293294,72.99909835080473,0.0,20807472.81492121
8,0.0,1.0,2,2,20299890.840511065,20390479.467201658,20244657.861922283,20329103.122191835,29212.28168077022,55232.97858878225,0.2720851014556082,0.0,19720203.126869697,73.08377176915806,0.0,19652493.48800511
9,0.0,1.0,2,2,22521208.690208256,20390479.467201658,22440850.18118479,22538882.003162455,17673.31295419857,80358.50902346522,0.35681259442528673,0.0,22088767.020931836,73.73972602739725,0.0,22066649.026873212
