run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,70.0,0.0,8,4,21081519.173581492,20565692.625499967,20986439.88829009,21095692.560440727,14173.386859234422,95079.28529140353,0.45100775000386617,2.2126432014537087,19658201.335211057,75.73972602739725,2.1744650752628023,19621457.84651213
1,70.0,0.0,8,4,21560038.454743136,20565692.625499967,21456940.85144334,21577835.649017796,17797.1942746602,103097.60329979658,0.47818840173318644,2.154133729307171,20446631.299237303,75.73972602739725,2.0329773156673125,20365741.76014759
2,70.0,0.0,8,4,21202749.156412736,20565692.625499967,21074980.92631782,21220829.376195997,18080.21978326142,127768.23009491712,0.602602186878553,2.3344259754612438,19646809.908334773,75.73972602739725,2.293246923093104,19532298.871731587
3,70.0,0.0,8,4,21707793.960393835,20565692.625499967,21600594.96280228,21723804.20700468,16010.24661084637,107198.99759155512,0.4938272299209268,2.0230304317913292,19948660.489146728,75.7269635210862,2.123049211789343,19838817.227788985
4,70.0,0.0,8,4,21777113.64630916,20565692.625499967,21708417.80152629,21795341.768361367,18228.12205220759,68695.84478287026,0.3154497234968189,2.1530317095769385,20099884.981879894,75.73972602739725,2.2397221278397303,20012250.49228995
5,70.0,0.0,8,4,21948728.812544957,20565692.625499967,21859768.029018894,21959452.733269893,10723.92072493583,88960.78352606297,0.40531178040350463,2.2525290916240106,20631624.45234545,75.22996842985121,2.2516462301502744,20472560.11843225
6,70.0,0.0,8,4,21944506.343078937,20565692.625499967,21871963.12457583,21965090.902487494,20584.55940855667,72543.21850310639,0.3305757594587483,2.209652120701621,20939172.26974368,75.51190774131945,2.2196437979847046,20890669.438975062
7,70.0,0.0,8,4,21541502.093569882,20565692.625499967,21448093.60687813,21559389.314523026,17887.220953144133,93408.48669175059,0.4336210459512614,2.2165623675952926,19898804.357298296,75.73972602739725,2.2021137329776135,19969648.101996817
8,70.0,0.0,8,4,21832362.2801593,20565692.625499967,21748151.80110445,21841296.504088107,8934.223928809166,84210.4790548496,0.38571400554019736,2.1159353782348265,19985859.921519063,75.31189260457953,2.0656971330488725,19879930.404711314
9,70.0,0.0,8,4,21250930.832968675,20565692.625499967,21185566.22471262,21261346.914979383,10416.08201070875,65364.60825605318,0.3075846830890183,2.1324255918594828,19741182.7089735,75.73972602739725,2.1698039379548,19671035.0927548
