run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,45.0,0.2,4,4,21860945.125584785,20424633.937798895,21792243.982776795,21871401.30781097,10456.182226184756,68701.14280799031,0.31426428461039624,2.289646839110384,20173819.614492718,75.30999464666239,2.1660469452577833,20135491.39081449
1,45.0,0.2,4,4,21153519.704867378,20424633.937798895,21060507.158352204,21164719.83532977,11200.130462393165,93012.54651517421,0.4397024599824503,3.0579700220585275,18823883.30183782,75.73972602739765,2.5238851106237528,18903475.27314131
2,45.0,0.2,4,4,21259945.65583039,20424633.937798895,21154191.297879104,21266715.07402625,6769.418195858598,105754.35795128718,0.49743475201351134,2.654188152373546,18846282.21514277,75.73972602739725,2.8251734506645136,18759797.46945033
3,45.0,0.2,4,4,20125114.984736256,20424633.937798895,20020407.373346157,20130532.113461316,5417.1287250593305,104707.61139009893,0.5202832951240955,2.1423578672905035,18923531.18448455,75.73972602739725,2.2077245188306613,18917903.298865113
4,45.0,0.2,4,4,22082374.43976225,20424633.937798895,21976647.565207634,22096843.035284355,14468.595522105694,105726.87455461547,0.47878399509538333,2.4047968379793607,20120391.993935153,75.4611925322872,2.7124045908335837,19939482.725540813
5,45.0,0.2,4,4,21969499.946144875,20424633.937798895,21878631.550259236,21965153.998014353,-4345.948130521923,90868.39588563889,0.4136115801833902,2.5787381332794643,21143006.742278643,75.73972602739755,3.0138177291227817,21150451.408724014
6,45.0,0.2,4,4,21310674.77045832,20424633.937798895,21218153.383086614,21310106.595608354,-568.1748499646783,92521.38737170398,0.43415512820814434,2.985838142632648,20888771.08236212,75.3794854692632,3.1453785395607294,20802785.543108374
7,45.0,0.2,4,4,21647095.373932205,20424633.937798895,21534330.798677713,21645540.602647945,-1554.7712842598557,112764.57525449246,0.5209224300378213,2.185834629996087,20425080.453076176,74.96503047485363,1.7786512395511411,20253499.267543305
8,45.0,0.2,4,4,21344801.907116234,20424633.937798895,21295354.289353415,21358752.302489884,13950.395373649895,49447.61776281893,0.23166116967491454,2.1093959150921595,19738784.216832377,75.73972602739725,2.079373737433367,19631768.4955017
9,45.0,0.2,4,4,21663991.34098525,20424633.937798895,21594897.660116043,21650510.55538677,-13480.785598479211,69093.68086920679,0.318933292493019,2.4034580678630966,20085023.57987393,75.37765576316016,2.419991445177968,20033452.680811144
