run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,30.0,0.0,4,4,21799617.47296063,20390479.467201658,21711111.732390277,21816018.507488433,16401.034527804703,88505.74057035148,0.4059967597143869,0.0,20105089.7895102,73.33701475992869,0.016462770470785777,19891586.031550247
1,30.0,0.0,4,4,21103409.95368734,20390479.467201658,20995027.45566508,21121272.23083824,17862.277150899172,108382.49802225828,0.51357812912752,0.0,18900073.62880133,73.73972602739725,0.06266516739855747,18839613.88151279
2,30.0,0.0,4,4,21173883.892311215,20390479.467201658,21077806.890033975,21213240.252161823,39356.35985060781,96077.00227724016,0.45375238083802005,0.0,18810823.161778476,73.73972602739725,0.0656313404166238,18728436.6677191
3,30.0,0.0,4,4,20084286.730329674,20390479.467201658,19968737.264926568,20095408.30296889,11121.572639215738,115549.46540310606,0.5753227234533181,0.0,18891767.894264553,73.73972602739725,0.0,18899201.302674912
4,30.0,0.0,4,4,22008975.052929133,20390479.467201658,21914841.75237044,22029241.86782314,20266.814894005656,94133.3005586937,0.42770415402041034,0.6116289365304595,20065452.016836822,76.73972602739725,0.8627314549404181,19888584.495310355
5,30.0,0.0,4,4,21876517.8911054,20390479.467201658,21799622.983748134,21897141.943033695,20624.051928296685,76894.90735726431,0.3514951864827099,0.2996575342465767,21117265.55870034,76.73972602739725,0.20840535867491855,21124348.362490647
6,30.0,0.0,4,4,21233662.05959881,20390479.467201658,21142071.725568976,21249134.89237048,15472.832771670073,91590.33402983472,0.43134497371559477,0.0,20813604.38960918,73.40790031995141,0.0,20729280.80754537
7,30.0,0.0,4,4,21573037.09863281,20390479.467201658,21453684.0321202,21598512.354544356,25475.25591154769,119353.06651260704,0.5532511067724026,0.0,20350200.894378655,72.98172801795832,0.0389714059072304,19837606.88046668
8,30.0,0.0,4,4,21303496.49367392,20390479.467201658,21252446.15375438,21307358.773754053,3862.2800801321864,51050.33991954103,0.23963362039982708,0.0,19728020.956645492,73.73972602739725,0.0,19735652.863583427
9,30.0,0.0,4,4,21588282.65623504,20390479.467201658,21515529.626455717,21609847.092926633,21564.43669159338,72753.02977932245,0.3370023958728844,1.491862189340054e-16,20018629.87491873,73.39091043079351,0.012341113288012469,19985698.6474826
