run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,0.0,0.0,8,2,20874734.6242914,20390479.467201658,20783795.81800792,20900891.43613816,26156.81184675917,90938.80628348142,0.43564053828812854,0.0,19423695.12510499,73.35443864292327,0.009879956706129697,19348092.526106995
1,0.0,0.0,8,2,21345800.504443858,20390479.467201658,21257785.468568914,21359255.40384485,13454.899400990456,88015.03587494418,0.4123295158531105,0.0,20280593.130343553,73.67000348080313,0.0,20193970.9725845
2,0.0,0.0,8,2,20949431.601408128,20390479.467201658,20836579.850483343,20969146.921753958,19715.320345830172,112851.75092478469,0.5386864573318509,0.0,19420517.081980158,74.34995805357657,0.0,19331684.235189565
3,0.0,0.0,8,2,21408110.12255406,20390479.467201658,21299738.245290294,21417957.100180745,9846.977626685053,108371.87726376578,0.5062187957898857,0.0,19675625.181408513,73.72696352108626,0.0,19565563.7984732
4,0.0,0.0,8,2,21569904.07750025,20390479.467201658,21498407.694326527,21597357.356506206,27453.279005955905,71496.38317372277,0.33146361206261116,0.0,19782094.40801731,73.68185422276636,0.0,19698088.544660654
5,0.0,0.0,8,2,21760315.473002736,20390479.467201658,21674656.495742384,21772625.32038295,12309.84738021344,85658.97726035118,0.3936476811038208,0.0,20505759.9386754,72.87745502979767,0.0,20364504.062908903
6,0.0,0.0,8,2,21673079.309820246,20390479.467201658,21597029.00932695,21691789.516740914,18710.206920668483,76050.30049329624,0.350897532400194,0.0,20751053.640565164,73.51190774131899,0.0,20632551.79220969
7,0.0,0.0,8,2,21343203.695074208,20390479.467201658,21268410.14072545,21368724.553056028,25520.85798181966,74793.55434875935,0.3504326502118374,0.0,19538239.51660114,73.73972602739725,0.0,19807058.624360252
8,0.0,0.0,8,2,21701551.506806586,20390479.467201658,21632756.407006957,21721024.351633098,19472.84482651204,68795.0997996293,0.3170054444174282,0.0,19862442.62801941,73.1101704632007,0.0,19756269.774326276
9,0.0,0.0,8,2,20977191.327289827,20390479.467201658,20924393.80788617,20998076.23244952,20884.90515969321,52797.51940365881,0.2516901265755869,0.0,19584057.602634203,73.53139278691586,0.0,19534870.01265544
