run,subsidy,deviation,branches_s2,branches_s3,RP,EV,EEV,EV_PI,EVPI,VSS,VSS_pct,rp_avg_h2,rp_worst_scenario,rp_stage1_entry,eev_avg_h2,eev_worst_scenario
0,45.0,0.0,4,8,21856774.685704257,20424633.937798895,21753784.72444356,21868834.72815114,12060.042446881533,102989.96126069874,0.47120383835983276,1.7825945160696588,20064742.907746293,75.73972602739725,1.6597494048396768,19839714.094188385
1,45.0,0.0,4,8,21195621.859222915,20424633.937798895,21103494.799998716,21221153.3819889,25531.52276598662,92127.0592241995,0.4346513626072829,1.3945340278948626,18775778.793362796,75.73972602739725,1.7083598427687132,18721274.9380688
2,45.0,0.0,4,8,21263450.80052266,20424633.937798895,21157386.27602893,21298314.055220716,34863.25469805673,106064.52449372783,0.4988114369993075,2.1239943172508196,18842621.975306623,75.73972602739725,1.844594470741848,18759797.46743473
3,45.0,0.0,4,8,20072135.621252377,20424633.937798895,19968178.706404943,20107586.06795479,35450.44670241326,103956.91484743357,0.5179165625872116,1.3871428274371653,18850512.36250995,74.87571981891587,1.5976144597768283,18804077.425222043
4,45.0,0.0,4,8,22109037.920396145,20424633.937798895,22013327.743148074,22130165.15268198,21127.23228583485,95710.17724807188,0.43290068791178304,1.8989742043133448,20047563.846384127,75.46119253228684,2.0862355317252055,19866691.25099773
5,45.0,0.0,4,8,21869447.627568733,20424633.937798895,21756640.283306,21878616.25247228,9168.624903548509,112807.34426273406,0.5158216438924985,2.162203629448981,20789168.928110518,75.73972602739725,2.124866518678373,20792665.724508792
6,45.0,0.0,4,8,21343047.776642673,20424633.937798895,21252540.065225586,21362575.66135468,19527.884712006897,90507.71141708642,0.4240617945677652,1.9308402337212667,20738035.689086553,75.73972602739725,2.035155919255083,20601728.288203243
7,45.0,0.0,4,8,21620165.71185323,20424633.937798895,21524659.560248964,21641302.75762132,21137.045768093318,95506.15160426497,0.44174569648142825,1.4404930008035417,20251777.927710835,74.96503047485291,1.4634602492626705,20156293.43357841
8,45.0,0.0,4,8,21288478.105937857,20424633.937798895,21240043.896859523,21315202.675727293,26724.569789435714,48434.20907833427,0.2275137228566134,1.9162820801837683,19686543.41922012,80.73972602739725,1.7688750393295667,19495783.006880753
9,45.0,0.0,4,8,21616520.98629956,20424633.937798895,21537891.040220667,21630448.27655719,13927.290257629007,78629.9460788928,0.36374931067181465,1.3783362722784895,20085405.72568486,78.6218149150544,1.2958804347528912,20033452.68081081
